,Menu,Day,Promotion,Month,Total_Qty,Sales_Status,Year,Date
16504,Taro Latte,Tuesday,No,8,10,Less Popular,2025,2025-08-26
16505,Macchiato,Tuesday,No,8,11,Less Popular,2025,2025-08-26
16506,Green Tea,Tuesday,No,8,15,Best Seller,2025,2025-08-26
16507,Americano,Tuesday,No,8,13,Less Popular,2025,2025-08-26
16508,Chocolate,Tuesday,Yes,8,13,Less Popular,2025,2025-08-26
16509,Cinnamon Roll,Tuesday,No,8,15,Less Popular,2025,2025-08-26
16510,Muffin,Tuesday,Yes,8,20,Best Seller,2025,2025-08-26
16511,Macchiato,Tuesday,Yes,8,16,Best Seller,2025,2025-08-26
16512,Toast,Tuesday,Yes,8,20,Best Seller,2025,2025-08-26
16513,Brownies,Tuesday,No,8,13,Less Popular,2025,2025-08-26
16514,Chocolate,Tuesday,No,8,12,Less Popular,2025,2025-08-26
16515,Es Kopi Susu Gula Aren,Tuesday,No,8,33,Best Seller,2025,2025-08-26
16516,Taro Latte,Tuesday,Yes,8,11,Less Popular,2025,2025-08-26
16517,Croissant,Tuesday,No,8,17,Less Popular,2025,2025-08-26
16518,Iced Latte,Tuesday,No,8,30,Best Seller,2025,2025-08-26
16519,Matcha Latte,Tuesday,Yes,8,12,Less Popular,2025,2025-08-26
16520,Red Velvet Latte,Wednesday,No,8,8,Less Popular,2025,2025-08-27
16521,Cinnamon Roll,Wednesday,No,8,13,Less Popular,2025,2025-08-27
16522,Croissant,Wednesday,Yes,8,20,Best Seller,2025,2025-08-27
16523,Lychee Tea,Wednesday,No,8,23,Best Seller,2025,2025-08-27
16524,Taro Latte,Wednesday,No,8,10,Less Popular,2025,2025-08-27
16525,Red Velvet Latte,Wednesday,Yes,8,12,Less Popular,2025,2025-08-27
16526,Cappuccino,Wednesday,Yes,8,18,Less Popular,2025,2025-08-27
16527,Iced Americano,Wednesday,Yes,8,62,Best Seller,2025,2025-08-27
16528,French Fries,Wednesday,No,8,16,Less Popular,2025,2025-08-27
16529,Brownies,Wednesday,Yes,8,15,Best Seller,2025,2025-08-27
16530,Affogato,Wednesday,Yes,8,6,Less Popular,2025,2025-08-27
16531,French Fries,Wednesday,Yes,8,17,Best Seller,2025,2025-08-27
16532,Americano,Wednesday,No,8,13,Less Popular,2025,2025-08-27
16533,Spaghetti,Wednesday,No,8,12,Less Popular,2025,2025-08-27
16534,Red Velvet Latte,Wednesday,Yes,8,12,Less Popular,2025,2025-08-27
16535,Macchiato,Wednesday,No,8,10,Less Popular,2025,2025-08-27
16536,Green Tea,Wednesday,No,8,13,Best Seller,2025,2025-08-27
16537,Lemon Tea,Wednesday,Yes,8,22,Best Seller,2025,2025-08-27
16538,Croissant,Wednesday,Yes,8,18,Best Seller,2025,2025-08-27
16539,Cinnamon Roll,Wednesday,Yes,8,17,Best Seller,2025,2025-08-27
16540,Flat White,Wednesday,No,8,9,Less Popular,2025,2025-08-27
16541,Brownies,Wednesday,No,8,14,Less Popular,2025,2025-08-27
16542,Matcha Latte,Wednesday,Yes,8,13,Less Popular,2025,2025-08-27
16543,Lemon Tea,Wednesday,Yes,8,33,Best Seller,2025,2025-08-27
16544,Lemon Tea,Wednesday,No,8,26,Best Seller,2025,2025-08-27
16545,Americano,Wednesday,No,8,14,Less Popular,2025,2025-08-27
16546,Tea Latte,Wednesday,No,8,6,Less Popular,2025,2025-08-27
16547,Cappuccino,Wednesday,No,8,14,Less Popular,2025,2025-08-27
16548,Brownies,Wednesday,No,8,15,Less Popular,2025,2025-08-27
16549,Muffin,Wednesday,No,8,13,Less Popular,2025,2025-08-27
16550,Es Kopi Susu Gula Aren,Wednesday,No,8,28,Best Seller,2025,2025-08-27
16551,Cappuccino,Wednesday,Yes,8,16,Less Popular,2025,2025-08-27
16552,Cold Brew,Wednesday,Yes,8,29,Best Seller,2025,2025-08-27
16553,Chocolate,Wednesday,No,8,13,Less Popular,2025,2025-08-27
16554,Red Velvet Latte,Wednesday,No,8,9,Less Popular,2025,2025-08-27
16555,Macchiato,Wednesday,Yes,8,15,Best Seller,2025,2025-08-27
16556,Spaghetti,Thursday,No,8,11,Less Popular,2025,2025-08-28
16557,Chocolate,Thursday,No,8,12,Less Popular,2025,2025-08-28
16558,Pain au Chocolat,Thursday,No,8,14,Less Popular,2025,2025-08-28
16559,Donut,Thursday,No,8,18,Less Popular,2025,2025-08-28
16560,Donut,Thursday,Yes,8,27,Best Seller,2025,2025-08-28
16561,Red Velvet Cake,Thursday,Yes,8,11,Less Popular,2025,2025-08-28
16562,Toast,Thursday,No,8,13,Less Popular,2025,2025-08-28
16563,Tea Latte,Thursday,No,8,5,Less Popular,2025,2025-08-28
16564,Muffin,Thursday,No,8,12,Less Popular,2025,2025-08-28
16565,Affogato,Thursday,No,8,5,Less Popular,2025,2025-08-28
16566,Cold Brew,Thursday,No,8,17,Best Seller,2025,2025-08-28
16567,Cinnamon Roll,Thursday,No,8,13,Less Popular,2025,2025-08-28
16568,Espresso,Thursday,No,8,7,Less Popular,2025,2025-08-28
16569,Muffin,Thursday,No,8,13,Less Popular,2025,2025-08-28
16570,Chicken Wings,Thursday,No,8,16,Less Popular,2025,2025-08-28
16571,Brownies,Thursday,Yes,8,16,Best Seller,2025,2025-08-28
16572,Vietnamese Coffee,Thursday,No,8,16,Best Seller,2025,2025-08-28
16573,Brownies,Thursday,Yes,8,18,Best Seller,2025,2025-08-28
16574,Tea Latte,Thursday,No,8,6,Less Popular,2025,2025-08-28
16575,Taro Latte,Thursday,No,8,10,Less Popular,2025,2025-08-28
16576,Taro Latte,Thursday,Yes,8,12,Less Popular,2025,2025-08-28
16577,Taro Latte,Thursday,Yes,8,10,Less Popular,2025,2025-08-28
16578,Croissant,Thursday,No,8,14,Less Popular,2025,2025-08-28
16579,Spaghetti,Thursday,No,8,11,Less Popular,2025,2025-08-28
16580,Cheesecake,Thursday,No,8,11,Less Popular,2025,2025-08-28
16581,Matcha Latte,Thursday,No,8,11,Less Popular,2025,2025-08-28
16582,Matcha Latte,Thursday,No,8,12,Less Popular,2025,2025-08-28
16583,Vietnamese Coffee,Thursday,Yes,8,19,Best Seller,2025,2025-08-28
16584,Macchiato,Friday,No,8,9,Less Popular,2025,2025-08-29
16585,Espresso,Friday,No,8,6,Less Popular,2025,2025-08-29
16586,Green Tea,Friday,No,8,18,Best Seller,2025,2025-08-29
16587,Mocha,Friday,Yes,8,13,Less Popular,2025,2025-08-29
16588,Muffin,Friday,Yes,8,16,Best Seller,2025,2025-08-29
16589,Pain au Chocolat,Friday,No,8,15,Less Popular,2025,2025-08-29
16590,Croissant,Friday,Yes,8,24,Best Seller,2025,2025-08-29
16591,Green Tea,Friday,Yes,8,19,Best Seller,2025,2025-08-29
16592,Cookies,Friday,Yes,8,25,Best Seller,2025,2025-08-29
16593,Vietnamese Coffee,Friday,Yes,8,17,Best Seller,2025,2025-08-29
16594,Affogato,Friday,No,8,7,Less Popular,2025,2025-08-29
16595,French Fries,Friday,No,8,24,Less Popular,2025,2025-08-29
16596,Cappuccino,Friday,No,8,14,Less Popular,2025,2025-08-29
16597,French Fries,Friday,No,8,19,Less Popular,2025,2025-08-29
16598,Croissant,Friday,Yes,8,24,Best Seller,2025,2025-08-29
16599,Chocolate,Friday,No,8,14,Less Popular,2025,2025-08-29
16600,Lychee Tea,Friday,No,8,31,Best Seller,2025,2025-08-29
16601,Macchiato,Friday,Yes,8,13,Less Popular,2025,2025-08-29
16602,Lychee Tea,Friday,No,8,27,Best Seller,2025,2025-08-29
16603,Cookies,Friday,No,8,19,Less Popular,2025,2025-08-29
16604,Latte,Friday,No,8,15,Less Popular,2025,2025-08-29
16605,Red Velvet Latte,Friday,No,8,11,Less Popular,2025,2025-08-29
16606,Cheesecake,Friday,No,8,12,Best Seller,2025,2025-08-29
16607,Cheesecake,Friday,Yes,8,14,Best Seller,2025,2025-08-29
16608,Tea Latte,Friday,Yes,8,9,Less Popular,2025,2025-08-29
16609,Mocha,Friday,Yes,8,15,Less Popular,2025,2025-08-29
16610,Iced Americano,Friday,No,8,37,Best Seller,2025,2025-08-29
16611,Latte,Friday,No,8,15,Less Popular,2025,2025-08-29
16612,Cinnamon Roll,Friday,Yes,8,17,Best Seller,2025,2025-08-29
16613,Donut,Friday,No,8,22,Less Popular,2025,2025-08-29
16614,Tea Latte,Friday,Yes,8,7,Less Popular,2025,2025-08-29
16615,Taro Latte,Saturday,No,8,13,Less Popular,2025,2025-08-30
16616,Cookies,Saturday,No,8,18,Best Seller,2025,2025-08-30
16617,Cold Brew,Saturday,Yes,8,18,Less Popular,2025,2025-08-30
16618,Iced Americano,Saturday,Yes,8,27,Less Popular,2025,2025-08-30
16619,Cookies,Saturday,No,8,25,Best Seller,2025,2025-08-30
16620,Peach Tea,Saturday,Yes,8,37,Best Seller,2025,2025-08-30
16621,Cold Brew,Saturday,No,8,13,Less Popular,2025,2025-08-30
16622,Sandwich,Saturday,No,8,25,Best Seller,2025,2025-08-30
16623,Cappuccino,Saturday,No,8,18,Less Popular,2025,2025-08-30
16624,Es Kopi Susu Gula Aren,Saturday,Yes,8,40,Best Seller,2025,2025-08-30
16625,Cold Brew,Saturday,Yes,8,14,Less Popular,2025,2025-08-30
16626,Cookies,Saturday,No,8,25,Best Seller,2025,2025-08-30
16627,Macchiato,Saturday,No,8,7,Less Popular,2025,2025-08-30
16628,Cappuccino,Saturday,No,8,13,Less Popular,2025,2025-08-30
16629,French Fries,Saturday,No,8,32,Best Seller,2025,2025-08-30
16630,Cold Brew,Saturday,No,8,15,Less Popular,2025,2025-08-30
16631,Iced Americano,Saturday,No,8,23,Less Popular,2025,2025-08-30
16632,Cinnamon Roll,Saturday,No,8,15,Best Seller,2025,2025-08-30
16633,Americano,Saturday,No,8,9,Less Popular,2025,2025-08-30
16634,Red Velvet Cake,Saturday,No,8,19,Best Seller,2025,2025-08-30
16635,Latte,Saturday,No,8,13,Less Popular,2025,2025-08-30
16636,Brownies,Saturday,No,8,25,Best Seller,2025,2025-08-30
16637,Cinnamon Roll,Saturday,Yes,8,24,Best Seller,2025,2025-08-30
16638,Es Kopi Susu Gula Aren,Saturday,Yes,8,45,Best Seller,2025,2025-08-30
16639,Flat White,Saturday,No,8,11,Less Popular,2025,2025-08-30
16640,Vietnamese Coffee,Sunday,No,8,20,Best Seller,2025,2025-08-31
16641,Chocolate,Sunday,Yes,8,19,Less Popular,2025,2025-08-31
16642,Cappuccino,Sunday,Yes,8,17,Less Popular,2025,2025-08-31
16643,Cinnamon Roll,Sunday,Yes,8,24,Best Seller,2025,2025-08-31
16644,Sandwich,Sunday,Yes,8,22,Best Seller,2025,2025-08-31
16645,Lychee Tea,Sunday,No,8,33,Best Seller,2025,2025-08-31
16646,Pain au Chocolat,Sunday,Yes,8,25,Best Seller,2025,2025-08-31
16647,Macchiato,Sunday,No,8,7,Less Popular,2025,2025-08-31
16648,Mocha,Sunday,Yes,8,11,Less Popular,2025,2025-08-31
16649,Latte,Sunday,No,8,16,Less Popular,2025,2025-08-31
16650,Croissant,Sunday,No,8,30,Best Seller,2025,2025-08-31
16651,Cookies,Sunday,Yes,8,29,Best Seller,2025,2025-08-31
16652,Cold Brew,Sunday,Yes,8,14,Less Popular,2025,2025-08-31
16653,Cold Brew,Sunday,Yes,8,15,Less Popular,2025,2025-08-31
16654,Lemon Tea,Sunday,No,8,31,Best Seller,2025,2025-08-31
16655,Iced Latte,Sunday,Yes,8,38,Best Seller,2025,2025-08-31
16656,Affogato,Sunday,No,8,8,Less Popular,2025,2025-08-31
16657,Taro Latte,Sunday,No,8,14,Less Popular,2025,2025-08-31
16658,Sandwich,Sunday,No,8,28,Best Seller,2025,2025-08-31
16659,Espresso,Sunday,No,8,4,Less Popular,2025,2025-08-31
16660,Sandwich,Sunday,No,8,22,Best Seller,2025,2025-08-31
16661,Cinnamon Roll,Sunday,No,8,21,Best Seller,2025,2025-08-31
16662,Chocolate,Sunday,Yes,8,21,Less Popular,2025,2025-08-31
16663,Cheesecake,Sunday,No,8,18,Best Seller,2025,2025-08-31
16664,Chocolate,Sunday,No,8,19,Less Popular,2025,2025-08-31
16665,French Fries,Sunday,Yes,8,30,Best Seller,2025,2025-08-31
16666,Brownies,Sunday,No,8,28,Best Seller,2025,2025-08-31
16667,Mineral Water,Monday,No,9,14,Less Popular,2025,2025-09-01
16668,Spaghetti,Monday,Yes,9,15,Less Popular,2025,2025-09-01
16669,Vietnamese Coffee,Monday,No,9,16,Best Seller,2025,2025-09-01
16670,Chocolate,Monday,No,9,15,Less Popular,2025,2025-09-01
16671,Sandwich,Monday,Yes,9,14,Best Seller,2025,2025-09-01
16672,Chocolate,Monday,Yes,9,18,Less Popular,2025,2025-09-01
16673,Cold Brew,Monday,No,9,21,Best Seller,2025,2025-09-01
16674,Tea Latte,Monday,No,9,7,Less Popular,2025,2025-09-01
16675,Es Kopi Susu Gula Aren,Monday,Yes,9,43,Best Seller,2025,2025-09-01
16676,Es Kopi Susu Gula Aren,Monday,Yes,9,37,Best Seller,2025,2025-09-01
16677,Pain au Chocolat,Monday,Yes,9,14,Best Seller,2025,2025-09-01
16678,Americano,Monday,No,9,19,Less Popular,2025,2025-09-01
16679,Tiramisu,Monday,No,9,11,Less Popular,2025,2025-09-01
16680,Spaghetti,Monday,No,9,11,Less Popular,2025,2025-09-01
16681,Matcha Latte,Monday,No,9,13,Less Popular,2025,2025-09-01
16682,Cookies,Monday,No,9,15,Less Popular,2025,2025-09-01
16683,Pain au Chocolat,Monday,No,9,17,Less Popular,2025,2025-09-01
16684,Taro Latte,Monday,No,9,9,Less Popular,2025,2025-09-01
16685,Chicken Wings,Monday,No,9,14,Less Popular,2025,2025-09-01
16686,Cinnamon Roll,Monday,No,9,13,Less Popular,2025,2025-09-01
16687,Vietnamese Coffee,Monday,No,9,13,Best Seller,2025,2025-09-01
16688,Toast,Monday,No,9,15,Less Popular,2025,2025-09-01
16689,Brownies,Monday,No,9,15,Less Popular,2025,2025-09-01
16690,Americano,Monday,No,9,16,Less Popular,2025,2025-09-01
16691,Espresso,Monday,Yes,9,12,Best Seller,2025,2025-09-01
16692,Espresso,Monday,No,9,7,Less Popular,2025,2025-09-01
16693,Mineral Water,Monday,Yes,9,15,Best Seller,2025,2025-09-01
16694,Cinnamon Roll,Monday,No,9,12,Less Popular,2025,2025-09-01
16695,Peach Tea,Monday,Yes,9,26,Best Seller,2025,2025-09-01
16696,Iced Latte,Monday,No,9,28,Best Seller,2025,2025-09-01
16697,Mineral Water,Monday,No,9,14,Less Popular,2025,2025-09-01
16698,Muffin,Monday,No,9,13,Less Popular,2025,2025-09-01
16699,Spaghetti,Monday,No,9,12,Less Popular,2025,2025-09-01
16700,Red Velvet Latte,Tuesday,Yes,9,14,Less Popular,2025,2025-09-02
16701,Cappuccino,Tuesday,No,9,16,Less Popular,2025,2025-09-02
16702,Croissant,Tuesday,Yes,9,23,Best Seller,2025,2025-09-02
16703,Red Velvet Cake,Tuesday,Yes,9,13,Less Popular,2025,2025-09-02
16704,Latte,Tuesday,Yes,9,22,Less Popular,2025,2025-09-02
16705,Mineral Water,Tuesday,Yes,9,17,Best Seller,2025,2025-09-02
16706,Matcha Latte,Tuesday,Yes,9,17,Less Popular,2025,2025-09-02
16707,Sandwich,Tuesday,No,9,13,Less Popular,2025,2025-09-02
16708,Americano,Tuesday,No,9,18,Less Popular,2025,2025-09-02
16709,Chicken Wings,Tuesday,No,9,15,Less Popular,2025,2025-09-02
16710,Mineral Water,Tuesday,No,9,12,Less Popular,2025,2025-09-02
16711,Es Kopi Susu Gula Aren,Tuesday,Yes,9,39,Best Seller,2025,2025-09-02
16712,Es Kopi Susu Gula Aren,Tuesday,No,9,24,Best Seller,2025,2025-09-02
16713,Espresso,Tuesday,Yes,9,16,Best Seller,2025,2025-09-02
16714,Croissant,Tuesday,No,9,16,Less Popular,2025,2025-09-02
16715,Lemon Tea,Tuesday,No,9,18,Less Popular,2025,2025-09-02
16716,Cinnamon Roll,Tuesday,No,9,13,Less Popular,2025,2025-09-02
16717,Mineral Water,Tuesday,No,9,13,Less Popular,2025,2025-09-02
16718,Americano,Tuesday,No,9,15,Less Popular,2025,2025-09-02
16719,Spaghetti,Tuesday,No,9,11,Less Popular,2025,2025-09-02
16720,Affogato,Tuesday,No,9,7,Less Popular,2025,2025-09-02
16721,Americano,Tuesday,No,9,18,Less Popular,2025,2025-09-02
16722,Affogato,Tuesday,No,9,5,Less Popular,2025,2025-09-02
16723,Cold Brew,Tuesday,Yes,9,25,Best Seller,2025,2025-09-02
16724,Lemon Tea,Tuesday,No,9,19,Less Popular,2025,2025-09-02
16725,Muffin,Wednesday,No,9,11,Less Popular,2025,2025-09-03
16726,Es Kopi Susu Gula Aren,Wednesday,No,9,25,Best Seller,2025,2025-09-03
16727,Flat White,Wednesday,Yes,9,17,Less Popular,2025,2025-09-03
16728,Brownies,Wednesday,No,9,13,Less Popular,2025,2025-09-03
16729,Lychee Tea,Wednesday,No,9,24,Less Popular,2025,2025-09-03
16730,Cinnamon Roll,Wednesday,No,9,14,Less Popular,2025,2025-09-03
16731,Muffin,Wednesday,No,9,12,Less Popular,2025,2025-09-03
16732,Red Velvet Cake,Wednesday,No,9,12,Less Popular,2025,2025-09-03
16733,Vietnamese Coffee,Wednesday,No,9,13,Best Seller,2025,2025-09-03
16734,Flat White,Wednesday,Yes,9,12,Less Popular,2025,2025-09-03
16735,Chicken Wings,Wednesday,No,9,17,Less Popular,2025,2025-09-03
16736,Toast,Wednesday,Yes,9,19,Best Seller,2025,2025-09-03
16737,Iced Americano,Wednesday,No,9,33,Best Seller,2025,2025-09-03
16738,Macchiato,Wednesday,No,9,15,Less Popular,2025,2025-09-03
16739,Macchiato,Wednesday,No,9,15,Less Popular,2025,2025-09-03
16740,Sandwich,Wednesday,No,9,12,Less Popular,2025,2025-09-03
16741,Cold Brew,Wednesday,No,9,20,Best Seller,2025,2025-09-03
16742,Croissant,Wednesday,No,9,15,Less Popular,2025,2025-09-03
16743,Sandwich,Wednesday,Yes,9,16,Best Seller,2025,2025-09-03
16744,Flat White,Wednesday,No,9,14,Less Popular,2025,2025-09-03
16745,French Fries,Thursday,No,9,17,Less Popular,2025,2025-09-04
16746,Cheesecake,Thursday,No,9,10,Less Popular,2025,2025-09-04
16747,Macchiato,Thursday,No,9,15,Less Popular,2025,2025-09-04
16748,Lychee Tea,Thursday,Yes,9,22,Best Seller,2025,2025-09-04
16749,Espresso,Thursday,No,9,9,Less Popular,2025,2025-09-04
16750,Cookies,Thursday,No,9,19,Less Popular,2025,2025-09-04
16751,Red Velvet Cake,Thursday,No,9,11,Less Popular,2025,2025-09-04
16752,Cappuccino,Thursday,Yes,9,24,Best Seller,2025,2025-09-04
16753,Chocolate,Thursday,Yes,9,18,Less Popular,2025,2025-09-04
16754,Chocolate,Thursday,No,9,15,Less Popular,2025,2025-09-04
16755,Tiramisu,Thursday,No,9,11,Less Popular,2025,2025-09-04
16756,Tiramisu,Thursday,No,9,10,Less Popular,2025,2025-09-04
16757,Iced Latte,Thursday,No,9,22,Best Seller,2025,2025-09-04
16758,Sandwich,Thursday,Yes,9,13,Best Seller,2025,2025-09-04
16759,Latte,Thursday,Yes,9,22,Less Popular,2025,2025-09-04
16760,Iced Latte,Thursday,No,9,24,Best Seller,2025,2025-09-04
16761,Peach Tea,Thursday,No,9,15,Less Popular,2025,2025-09-04
16762,Chicken Wings,Thursday,No,9,15,Less Popular,2025,2025-09-04
16763,Matcha Latte,Thursday,Yes,9,18,Less Popular,2025,2025-09-04
16764,Donut,Thursday,No,9,19,Less Popular,2025,2025-09-04
16765,Cold Brew,Thursday,Yes,9,26,Best Seller,2025,2025-09-04
16766,Muffin,Thursday,No,9,14,Less Popular,2025,2025-09-04
16767,Burger,Thursday,Yes,9,13,Best Seller,2025,2025-09-04
16768,Brownies,Thursday,No,9,15,Less Popular,2025,2025-09-04
16769,Affogato,Thursday,No,9,6,Less Popular,2025,2025-09-04
16770,Iced Latte,Thursday,Yes,9,25,Best Seller,2025,2025-09-04
16771,Sandwich,Thursday,Yes,9,15,Best Seller,2025,2025-09-04
16772,Macchiato,Thursday,No,9,14,Less Popular,2025,2025-09-04
16773,Taro Latte,Friday,No,9,13,Less Popular,2025,2025-09-05
16774,Sandwich,Friday,No,9,15,Best Seller,2025,2025-09-05
16775,Espresso,Friday,No,9,7,Less Popular,2025,2025-09-05
16776,Chicken Wings,Friday,No,9,22,Best Seller,2025,2025-09-05
16777,Sandwich,Friday,No,9,13,Best Seller,2025,2025-09-05
16778,Tea Latte,Friday,No,9,9,Less Popular,2025,2025-09-05
16779,Muffin,Friday,No,9,16,Less Popular,2025,2025-09-05
16780,Matcha Latte,Friday,No,9,18,Less Popular,2025,2025-09-05
16781,Iced Americano,Friday,Yes,9,29,Best Seller,2025,2025-09-05
16782,Chocolate,Friday,No,9,18,Less Popular,2025,2025-09-05
16783,Tiramisu,Friday,No,9,15,Best Seller,2025,2025-09-05
16784,French Fries,Friday,Yes,9,23,Best Seller,2025,2025-09-05
16785,Lemon Tea,Friday,Yes,9,21,Best Seller,2025,2025-09-05
16786,Sandwich,Friday,No,9,15,Best Seller,2025,2025-09-05
16787,Brownies,Friday,No,9,13,Best Seller,2025,2025-09-05
16788,Cold Brew,Friday,No,9,17,Best Seller,2025,2025-09-05
16789,Es Kopi Susu Gula Aren,Friday,No,9,30,Best Seller,2025,2025-09-05
16790,Donut,Friday,No,9,20,Less Popular,2025,2025-09-05
16791,Matcha Latte,Friday,No,9,18,Less Popular,2025,2025-09-05
16792,Red Velvet Cake,Friday,No,9,14,Best Seller,2025,2025-09-05
16793,Iced Latte,Friday,Yes,9,31,Best Seller,2025,2025-09-05
16794,Cinnamon Roll,Friday,Yes,9,19,Best Seller,2025,2025-09-05
16795,Green Tea,Friday,Yes,9,22,Best Seller,2025,2025-09-05
16796,Es Kopi Susu Gula Aren,Friday,No,9,29,Best Seller,2025,2025-09-05
16797,Chicken Wings,Friday,No,9,21,Best Seller,2025,2025-09-05
16798,Pain au Chocolat,Friday,No,9,14,Less Popular,2025,2025-09-05
16799,Burger,Friday,Yes,9,19,Best Seller,2025,2025-09-05
16800,Mocha,Friday,Yes,9,15,Less Popular,2025,2025-09-05
16801,Vietnamese Coffee,Friday,No,9,12,Best Seller,2025,2025-09-05
16802,Burger,Friday,No,9,18,Best Seller,2025,2025-09-05
16803,Mocha,Saturday,No,9,13,Less Popular,2025,2025-09-06
16804,Toast,Saturday,Yes,9,29,Best Seller,2025,2025-09-06
16805,Lychee Tea,Saturday,No,9,29,Best Seller,2025,2025-09-06
16806,Spaghetti,Saturday,Yes,9,19,Best Seller,2025,2025-09-06
16807,Americano,Saturday,No,9,10,Less Popular,2025,2025-09-06
16808,Chocolate,Saturday,No,9,23,Best Seller,2025,2025-09-06
16809,Iced Latte,Saturday,Yes,9,34,Best Seller,2025,2025-09-06
16810,Cookies,Saturday,No,9,23,Best Seller,2025,2025-09-06
16811,Tea Latte,Saturday,No,9,13,Best Seller,2025,2025-09-06
16812,Peach Tea,Saturday,Yes,9,27,Best Seller,2025,2025-09-06
16813,Lychee Tea,Saturday,Yes,9,31,Best Seller,2025,2025-09-06
16814,Croissant,Saturday,No,9,27,Best Seller,2025,2025-09-06
16815,Spaghetti,Saturday,No,9,19,Best Seller,2025,2025-09-06
16816,Flat White,Saturday,No,9,13,Less Popular,2025,2025-09-06
16817,Burger,Saturday,Yes,9,23,Best Seller,2025,2025-09-06
16818,Americano,Saturday,Yes,9,12,Less Popular,2025,2025-09-06
16819,Chocolate,Saturday,No,9,21,Best Seller,2025,2025-09-06
16820,Spaghetti,Saturday,No,9,20,Best Seller,2025,2025-09-06
16821,Affogato,Saturday,No,9,10,Best Seller,2025,2025-09-06
16822,Macchiato,Saturday,No,9,9,Less Popular,2025,2025-09-06
16823,Chicken Wings,Saturday,No,9,23,Best Seller,2025,2025-09-06
16824,Muffin,Saturday,No,9,22,Best Seller,2025,2025-09-06
16825,Cookies,Saturday,Yes,9,27,Best Seller,2025,2025-09-06
16826,Iced Americano,Saturday,No,9,24,Less Popular,2025,2025-09-06
16827,Cold Brew,Saturday,Yes,9,12,Less Popular,2025,2025-09-06
16828,Affogato,Saturday,Yes,9,9,Best Seller,2025,2025-09-06
16829,Taro Latte,Saturday,No,9,22,Best Seller,2025,2025-09-06
16830,Tiramisu,Saturday,No,9,15,Best Seller,2025,2025-09-06
16831,French Fries,Saturday,No,9,30,Best Seller,2025,2025-09-06
16832,Tea Latte,Sunday,Yes,9,12,Best Seller,2025,2025-09-07
16833,Mocha,Sunday,Yes,9,15,Less Popular,2025,2025-09-07
16834,Cookies,Sunday,No,9,19,Best Seller,2025,2025-09-07
16835,Brownies,Sunday,No,9,21,Best Seller,2025,2025-09-07
16836,Affogato,Sunday,Yes,9,12,Best Seller,2025,2025-09-07
16837,Iced Americano,Sunday,Yes,9,24,Less Popular,2025,2025-09-07
16838,Americano,Sunday,No,9,10,Less Popular,2025,2025-09-07
16839,Espresso,Sunday,No,9,5,Less Popular,2025,2025-09-07
16840,Spaghetti,Sunday,Yes,9,19,Best Seller,2025,2025-09-07
16841,Muffin,Sunday,Yes,9,20,Best Seller,2025,2025-09-07
16842,Iced Latte,Sunday,No,9,28,Best Seller,2025,2025-09-07
16843,Pain au Chocolat,Sunday,No,9,20,Best Seller,2025,2025-09-07
16844,Muffin,Sunday,No,9,21,Best Seller,2025,2025-09-07
16845,Es Kopi Susu Gula Aren,Sunday,No,9,30,Best Seller,2025,2025-09-07
16846,Es Kopi Susu Gula Aren,Sunday,Yes,9,30,Best Seller,2025,2025-09-07
16847,Cheesecake,Sunday,No,9,17,Best Seller,2025,2025-09-07
16848,Lemon Tea,Sunday,No,9,31,Best Seller,2025,2025-09-07
16849,Burger,Sunday,Yes,9,25,Best Seller,2025,2025-09-07
16850,Toast,Sunday,Yes,9,25,Best Seller,2025,2025-09-07
16851,Mocha,Sunday,Yes,9,15,Less Popular,2025,2025-09-07
16852,Latte,Sunday,No,9,19,Less Popular,2025,2025-09-07
16853,Americano,Sunday,Yes,9,11,Less Popular,2025,2025-09-07
16854,Flat White,Sunday,Yes,9,15,Less Popular,2025,2025-09-07
16855,Chocolate,Monday,No,9,19,Less Popular,2025,2025-09-08
16856,Cookies,Monday,No,9,14,Less Popular,2025,2025-09-08
16857,Americano,Monday,No,9,16,Less Popular,2025,2025-09-08
